cashTotalSum;dateTime;ecashTotalSum;fiscalDocumentNumber;fiscalDriveNumber;fiscalSign;items_name;items_nds18;items_price;items_quantity;items_sum;kktRegId;nds18;operationType;operator;receiptCode;requestNumber;shiftNumber;taxationType;totalSum;userInn;createdAt;timeLastAccess
0;2021-02-10T19:06:00;42669;60286;9282440300556904;1553366455;КИСЛОВОДСКАЯ Минеральная вода целебн;;4699;1;4699;0000046238031476    ;2481;1;Директор магазина Пройдакова;;119;313;1;42669;2310031475  ;;
0;2021-02-10T19:06:00;42669;60286;9282440300556904;1553366455;ЛУК репчатый 1кг;;1929;0.449;866;0000046238031476    ;2481;1;Директор магазина Пройдакова;;119;313;1;42669;2310031475  ;;
0;2021-02-10T19:06:00;42669;60286;9282440300556904;1553366455;МОРКОВЬ мытая 1кг;;5199;0.224;1165;0000046238031476    ;2481;1;Директор магазина Пройдакова;;119;313;1;42669;2310031475  ;;
0;2021-02-10T19:06:00;42669;60286;9282440300556904;1553366455;МОЯ ЦЕНА Сыр Костромской 45% (ф):2,5;;41979;0.28;11754;0000046238031476    ;2481;1;Директор магазина Пройдакова;;119;313;1;42669;2310031475  ;;
0;2021-02-10T19:06:00;42669;60286;9282440300556904;1553366455;КОРОВКА ИЗ КОРЕНОВКИ мор плом с мяг ;;6999;2;13998;0000046238031476    ;2481;1;Директор магазина Пройдакова;;119;313;1;42669;2310031475  ;;
0;2021-02-11T19:03:00;36197;39947;9284440300529568;1378379039;*6075 KOTEX Тампоны NORMAL       16шт;;11999;1;11999;0001976871059844    ;6034;1;Ибрагимов Джамал;;394;104;1;36197;7825706086  ;;
0;2021-02-11T19:03:00;36197;39947;9284440300529568;1378379039;3946464 LIBR.Прокл.MAXI НОЧНЫЕ гиг.8шт;;12099;1;12099;0001976871059844    ;6034;1;Ибрагимов Джамал;;394;104;1;36197;7825706086  ;;
0;2021-02-11T19:03:00;36197;39947;9284440300529568;1378379039;3946464 LIBR.Прокл.MAXI НОЧНЫЕ гиг.8шт;;12099;1;12099;0001976871059844    ;6034;1;Ибрагимов Джамал;;394;104;1;36197;7825706086  ;;
0;2021-02-12T08:41:00;32110;15340;9285440300339053;3851774030;1/1 70596* Максиколд Рино малина пор.д/р-ра д/приема внутрь 15г №10;;25500;1;25500;0000352075040500    ;594;1;САБАНЧИЕВА_ММ2399;;3;116;1;32110;7709068298  ;;
0;2021-02-12T08:41:00;32110;15340;9285440300339053;3851774030;1/1 98867* Парацетамол таб. 500мг №20;;3050;1;3050;0000352075040500    ;594;1;САБАНЧИЕВА_ММ2399;;3;116;1;32110;7709068298  ;;
0;2021-02-12T08:41:00;32110;15340;9285440300339053;3851774030;1/1 88723* Ригла Аскорбинка вкус Мята БАД таб. №10;;3100;1;3100;0000352075040500    ;594;1;САБАНЧИЕВА_ММ2399;;3;116;1;32110;7709068298  ;;
0;2021-02-12T08:41:00;32110;15340;9285440300339053;3851774030;1/1 108043* Пакет брендированный малый ригла п/эт с прорубной ручкой;;460;1;460;0000352075040500    ;594;1;САБАНЧИЕВА_ММ2399;;3;116;1;32110;7709068298  ;;
0;2021-02-12T19:45:00;30800;21162;9282440300971773;450431992;Арахис жареный соленый СУС 200г;;5500;1;5500;0004016714006840    ;5134;1;Щеглакова;;360;59;1;30800;5047085094  ;;
0;2021-02-12T19:45:00;30800;21162;9282440300971773;450431992;Конфеты ?MERLETTO? с вишней 200гр;;5500;1;5500;0004016714006840    ;5134;1;Щеглакова;;360;59;1;30800;5047085094  ;;
0;2021-02-12T19:45:00;30800;21162;9282440300971773;450431992;ЧИПСЫ Лейз Асс. 210гр;;9900;2;19800;0004016714006840    ;5134;1;Щеглакова;;360;59;1;30800;5047085094  ;;
0;2021-02-12T19:50:00;30240;15441;9285440300339053;4064451506;1/1 7857* Дротаверин таб. 40мг №100;;7040;1;7040;0000352075040500    ;;1;САБАНЧИЕВА_ММ2399;;104;116;1;30240;7709068298  ;;
0;2021-02-12T19:50:00;30240;15441;9285440300339053;4064451506;1/1 1780* Супрастин таб. 25мг №20;;15600;1;15600;0000352075040500    ;;1;САБАНЧИЕВА_ММ2399;;104;116;1;30240;7709068298  ;;
0;2021-02-12T19:50:00;30240;15441;9285440300339053;4064451506;1/1 98863* Анальгин таб. 500мг №20;;7600;1;7600;0000352075040500    ;;1;САБАНЧИЕВА_ММ2399;;104;116;1;30240;7709068298  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Шоколад молочный Степ;;2999;1;2999;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Арахис Севен Натс 200г;;4689;1;4689;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Фисташки Севен Натс 150г;;19989;1;19989;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Слойка с абрикосом;;6299;1;6299;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Пивной напиток Курз лайт;;5999;2;11998;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Пиво Гинтаринис Эмб.Эйл;;6499;1;6499;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Пивной напиток Браник 11;;6999;1;6999;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Пиво Клаусталер б/а;;8989;1;8989;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Пиво Гинтаринис Лагер;;6499;1;6499;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-20T18:00:00;83959;55997;9284440300469999;2224656821;Пив.нап. Миллер Дженьюин;;8999;1;8999;0001260814012851    ;12943;1;Жанболот кызы Гулжан;;283;125;1;83959;7743931676  ;;
0;2021-02-24T18:09:00;207000;30540;9280440300466289;1172932039;60 поездок ТК;;207000;1;207000;0003955025026449    ;;1;ЧЕРНЕВА Р.И.;;91;241;1;207000;7702038150  ;;
0;2021-02-24T18:30:00;11470;24787;9282440300689799;3170087781;Скотч прозрачн.48мм*20м;;5990;1;5990;0004753194035098    ;1911;1;Чернышева;;199;145;1;11470;7734708262  ;;
0;2021-02-24T18:30:00;11470;24787;9282440300689799;3170087781;ФУМ-лента Sparta, 19 мм х 10м;;2990;1;2990;0004753194035098    ;1911;1;Чернышева;;199;145;1;11470;7734708262  ;;
0;2021-02-24T18:30:00;11470;24787;9282440300689799;3170087781;Клей карандаш,дет диз этик,9 г;;2490;1;2490;0004753194035098    ;1911;1;Чернышева;;199;145;1;11470;7734708262  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;4072852 РЕСТ.Азу из индейки п/ф  500г;;16999;1;16999;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;3300573 Пакет ПЯТЕРОЧКА 65х40см;;599;1;599;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;3934851 К.Ц.Яйца кур.стол.С1 10шт;;6199;1;6199;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;2149541 Хлеб БОРОДИНСКИЙ полов.нар.390г;;3799;1;3799;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;3333628 Огурцы длинные 1шт;;6799;1;6799;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;3408179 СЭН СОЙ Соус ТЕРИЯКИ ПРЕМ. 120г;;6919;1;6919;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;3699703 GL.VIL.Смесь МЕКСИКАНСКАЯ 400г;;8999;1;8999;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;68165 4 СЕЗОНА Смесь гавайская   400г;;8999;1;8999;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;*4092556 КР.ОКТ.Шок.АЛЕН.мол.фун/из.90г;;5499;1;5499;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-24T20:56:00;68810;40312;9280440301232664;4284796839;*3404821 РОСС-ЩЕД.Шоколад РОССИЙС.тем90г;;3999;1;3999;0004053576015587    ;5837;1;Валова Cветлана Владимировна, Продавец-каccир;;515;85;1;68810;7825706086  ;;
0;2021-02-25T19:17:00;43286;31382;9280440301232658;1194544040;3664534 К.Ц.Рулет биск.с кр.вар.сг.200г;;2519;1;2519;0000001425054389    ;840;1;Попова Cветлана;;407;86;1;43286;7825706086  ;;
0;2021-02-25T19:17:00;43286;31382;9280440301232658;1194544040;*3408265 СТАР.К.Колб.ВЯЗ.МОЛ.СТАР.500г;;10999;1;10999;0000001425054389    ;840;1;Попова Cветлана;;407;86;1;43286;7825706086  ;;
0;2021-02-25T19:17:00;43286;31382;9280440301232658;1194544040;*3408265 СТАР.К.Колб.ВЯЗ.МОЛ.СТАР.500г;;10999;1;10999;0000001425054389    ;840;1;Попова Cветлана;;407;86;1;43286;7825706086  ;;
0;2021-02-25T19:17:00;43286;31382;9280440301232658;1194544040;3664534 К.Ц.Рулет биск.с кр.вар.сг.200г;;2519;1;2519;0000001425054389    ;840;1;Попова Cветлана;;407;86;1;43286;7825706086  ;;
0;2021-02-25T19:17:00;43286;31382;9280440301232658;1194544040;*78004335 LIEBENDORF Сыр МААСДАМ фас.1кг;;49999;0.325;16250;0000001425054389    ;840;1;Попова Cветлана;;407;86;1;43286;7825706086  ;;
0;2021-03-01T12:03:00;159500;27778;9282440300895492;1320365421;пкт 48x44 RU;;1800;1;1800;0003252844046854    ;26583;1;сотрудник Вишникина;;29;178;1;159500;5047076050  ;;
0;2021-03-01T12:03:00;159500;27778;9282440300895492;1320365421;ХЕМЛАГАД;;129900;1;129900;0003252844046854    ;26583;1;сотрудник Вишникина;;29;178;1;159500;5047076050  ;;
0;2021-03-01T12:03:00;159500;27778;9282440300895492;1320365421;ФИНФОРДЕЛА гибк;;9900;1;9900;0003252844046854    ;26583;1;сотрудник Вишникина;;29;178;1;159500;5047076050  ;;
0;2021-03-01T12:03:00;159500;27778;9282440300895492;1320365421;ФОРДУББЛА наб;;17900;1;17900;0003252844046854    ;26583;1;сотрудник Вишникина;;29;178;1;159500;5047076050  ;;
0;2021-03-04T20:53:00;29130;3819;9284440300460571;854649332;ЛАЙК БИНТ СТЕРИЛЬНЫЙ 7Х14;;5900;1;5900;0001347929005349    ;;1;Балкоева Л. Г.;;57;45;1;29130;7705947629  ;;
0;2021-03-04T20:53:00;29130;3819;9284440300460571;854649332;ПЕРЕКИСЬ ВОДОРОДА Р-Р 3% 100МЛ;;1430;1;1430;0001347929005349    ;;1;Балкоева Л. Г.;;57;45;1;29130;7705947629  ;;
0;2021-03-04T20:53:00;29130;3819;9284440300460571;854649332;КОМПЛИВИТ ТАБЛ.П.О. N60 [M];;21800;1;21800;0001347929005349    ;;1;Балкоева Л. Г.;;57;45;1;29130;7705947629  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;ПЕР.СВ.Цыплята 1кат.охл.подл1кг;;17999;1.81;32578;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;ТЕНД.Соль крупная         1кг;;949;1;949;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*ИНДИЛ.Купаты БОЯРСКИЕ охл.500г;;14999;1;14999;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;Пакет ПЯТЕРОЧКА 65х40см;;599;1;599;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*Коньяк СТАРЕЙШИНА 5лет40% 0.5л;;57999;1;57999;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;Чеснок 1кг;;24499;0.08;1960;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*ПАПА МОЖ.Колб.ФИЛЕЙНАЯ вар.500г;;9999;1;9999;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*Напиток COCA-COLA газ.ПЭТ  2.0л;;9999;1;9999;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*ПАПА МОЖ.Колб.ФИЛЕЙНАЯ вар.500г;;9999;1;9999;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*САРАФ.Биотвор.обог.дет.5% 180г;;3499;1;3499;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*САРАФ.Биотвор.обог.дет.5% 180г;;3499;1;3499;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;TUC Крекер ORIGINAL с солью100г;;6619;1;6619;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;ОСТ.Блинчики c печен.420г;;10399;1;10399;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;ОСТАНКИНО Блинчики с мясом 420г;;11499;1;11499;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;БР-ЛИТ.Сыр ЛЕГКИЙ 35% 200г;;19999;1;19999;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*Шоколад ВДОХНОВЕНИЕ        100г;;5999;1;5999;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;РОСС-ЩЕД.Шоколад РОССИЙС.тем90г;;8619;1;8619;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;Батон С ОТРУБЯМИ в упаков. 300г;;4499;1;4499;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*TWIST.Картофель вк.пап.хр.150г;;5599;1;5599;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-05T18:06:00;222009;45479;9280440301232664;2716765091;*РАЭ Сырок тв.гл.с ванил.20% 45г;;1349;2;2698;0004053576015587    ;15907;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;459;94;1;222009;7825706086  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;COCA-COLA Напиток газированный 2л пл/бут(Кока-Ко;;14399;1;14399;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;Пакет-майка Магнит;;590;1;590;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;МАГНИТ Сушки традиционные с маком 300г фл/п(ККХ);;4099;1;4099;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;МОЯ ЦЕНА/ИВАНОВА ПАСЕКА Мёд нат цвет/разнотрав 1;;17999;1;17999;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;UNCLE BENS Соус Терияки 210г ст/б(Марс):8;;9999;1;9999;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;МОЯ ЦЕНА/SOFT Бум/салф белые 100лист(Россия):18;;1299;2;2598;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;SEN SOY Вермишель Фунчоза 200г (ТД Состра):16;;9499;1;9499;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;ЦИКОРИЧ Цикорий гранулированный 100г д/п(Фаворит;;3999;2;7998;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-07T18:37:00;74124;84850;9282440300504176;21898703;ЯБЛОКИ новый урожай 1кг;;7999;0.868;6943;0000176728009007    ;8931;1;Продавец Думанова;;270;343;1;74124;2310031475  ;;
0;2021-03-13T15:53:00;35000;156183;9280440301000582;157825494;Аванс за услуги связи 9282927552;;35000;1;35000;0002479944062924    ;;1;СИС. АДМИНИСТРАТОР;;1976;95;1;35000;7812014560  ;;
0;2021-03-13T16:07:00;173524;72438;9284440300468876;2598090277;Пакет черный;;699;1;699;0004076505045569    ;27289;1;Сун Юлия Валерьевна;;268;165;1;173524;7447208587  ;;
0;2021-03-13T16:07:00;173524;72438;9284440300468876;2598090277;Газ.вода Кока-Кола 2л;;8989;1;8989;0004076505045569    ;27289;1;Сун Юлия Валерьевна;;268;165;1;173524;7447208587  ;;
0;2021-03-13T16:07:00;173524;72438;9284440300468876;2598090277;Нектар Добрый Апельсин;;9789;1;9789;0004076505045569    ;27289;1;Сун Юлия Валерьевна;;268;165;1;173524;7447208587  ;;
0;2021-03-13T16:07:00;173524;72438;9284440300468876;2598090277;Коньяк Арарат 3года 0,5;;69699;1;69699;0004076505045569    ;27289;1;Сун Юлия Валерьевна;;268;165;1;173524;7447208587  ;;
0;2021-03-13T16:07:00;173524;72438;9284440300468876;2598090277;Коньяк Ной 5 лет 0,5;;63699;1;63699;0004076505045569    ;27289;1;Сун Юлия Валерьевна;;268;165;1;173524;7447208587  ;;
0;2021-03-13T16:07:00;173524;72438;9284440300468876;2598090277;Маска одноразовая;;199;50;9950;0004076505045569    ;27289;1;Сун Юлия Валерьевна;;268;165;1;173524;7447208587  ;;
0;2021-03-13T16:07:00;173524;72438;9284440300468876;2598090277;Чоко Пай 360г;;10699;1;10699;0004076505045569    ;27289;1;Сун Юлия Валерьевна;;268;165;1;173524;7447208587  ;;
0;2021-03-22T11:46:00;16810;114275;9282440300631730;4211863360;Лопатка кулинарная "Акация", 27 см;;5500;1;5500;0000249189009193    ;2802;1;Кассир Мобильный                                                ;;44;278;1;16810;5047085094  ;;
0;2021-03-22T11:46:00;16810;114275;9282440300631730;4211863360;Пакет Майка П/Э;;200;1;200;0000249189009193    ;2802;1;Кассир Мобильный                                                ;;44;278;1;16810;5047085094  ;;
0;2021-03-22T11:46:00;16810;114275;9282440300631730;4211863360;Ситечко в раковину МПл;;610;1;610;0000249189009193    ;2802;1;Кассир Мобильный                                                ;;44;278;1;16810;5047085094  ;;
0;2021-03-22T11:46:00;16810;114275;9282440300631730;4211863360;Перчатки БАРХАТ Универсальные,Медит;;5000;1;5000;0000249189009193    ;2802;1;Кассир Мобильный                                                ;;44;278;1;16810;5047085094  ;;
0;2021-03-22T11:46:00;16810;114275;9282440300631730;4211863360;Коврик под посуду 30х40см УП;;5500;1;5500;0000249189009193    ;2802;1;Кассир Мобильный                                                ;;44;278;1;16810;5047085094  ;;
0;2021-03-22T12:27:00;64184;79824;9282440300506631;1562640927;Морковь Россия                115;;5000;0.284;1420;0004364307050443    ;7681;1;Муктаржанова Умида;;44;380;1;64184;9701097741  ;;
0;2021-03-22T12:27:00;64184;79824;9282440300506631;1562640927;Лук репчатый золотой                     113;;3200;0.278;890;0004364307050443    ;7681;1;Муктаржанова Умида;;44;380;1;64184;9701097741  ;;
0;2021-03-22T12:27:00;64184;79824;9282440300506631;1562640927;Курага сушеная субхони в/с      634;;32000;0.27;8640;0004364307050443    ;7681;1;Муктаржанова Умида;;44;380;1;64184;9701097741  ;;
0;2021-03-22T12:27:00;64184;79824;9282440300506631;1562640927;Чернослив без косточек     180;;39000;0.224;8736;0004364307050443    ;7681;1;Муктаржанова Умида;;44;380;1;64184;9701097741  ;;
0;2021-03-22T12:27:00;64184;79824;9282440300506631;1562640927;Масло сливочн. Крестьянское 72,5% 180г пленка ПМ КизК;;13000;1;13000;0004364307050443    ;7681;1;Муктаржанова Умида;;44;380;1;64184;9701097741  ;;
0;2021-03-22T12:27:00;64184;79824;9282440300506631;1562640927;Финики с косточкой "КОРОЛЕВСКИЕ" Large 1 сорт /ИЗРАИЛЬ/ кор. 5 кг       202;;99000;0.29;28710;0004364307050443    ;7681;1;Муктаржанова Умида;;44;380;1;64184;9701097741  ;;
0;2021-03-22T12:27:00;64184;79824;9282440300506631;1562640927;Петрушка весовая   421;;34000;0.082;2788;0004364307050443    ;7681;1;Муктаржанова Умида;;44;380;1;64184;9701097741  ;;
0;2021-03-24T10:42:00;32930;67917;9282440300631666;1945908491;Тряпка для пола ХПП, 80*100см,КВ;;5000;1;5000;0000249279052165    ;5488;1;Кассир Мобильный                                                ;;57;281;1;32930;5047085094  ;;
0;2021-03-24T10:42:00;32930;67917;9282440300631666;1945908491;Пакет Майка П/Э;;200;1;200;0000249279052165    ;5488;1;Кассир Мобильный                                                ;;57;281;1;32930;5047085094  ;;
0;2021-03-24T10:42:00;32930;67917;9282440300631666;1945908491;Тряпка хлопковая 50*60см, КВ;;5000;1;5000;0000249279052165    ;5488;1;Кассир Мобильный                                                ;;57;281;1;32930;5047085094  ;;
0;2021-03-24T10:42:00;32930;67917;9282440300631666;1945908491;Тряпки для уборки, 48*40 см, 3 шт_ИМП;;9900;1;9900;0000249279052165    ;5488;1;Кассир Мобильный                                                ;;57;281;1;32930;5047085094  ;;
0;2021-03-24T10:42:00;32930;67917;9282440300631666;1945908491;Злак.конф."Rendi Classic"бел.глазурь150г;;5500;1;5500;0000249279052165    ;5488;1;Кассир Мобильный                                                ;;57;281;1;32930;5047085094  ;;
0;2021-03-24T10:42:00;32930;67917;9282440300631666;1945908491;Конфеты Марсианка тирамису 200гр.;;5500;1;5500;0000249279052165    ;5488;1;Кассир Мобильный                                                ;;57;281;1;32930;5047085094  ;;
0;2021-03-24T10:42:00;32930;67917;9282440300631666;1945908491;Тетрадь 48л А5 ХАТБ;;1830;1;1830;0000249279052165    ;5488;1;Кассир Мобильный                                                ;;57;281;1;32930;5047085094  ;;
0;2021-03-26T20:37:00;68998;57476;9280440301232664;3211768773;Напит.COCA-COLA б/алк с/газ1.5л;;11999;1;11999;0004053576015587    ;11500;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;508;115;1;68998;7825706086  ;;
0;2021-03-26T20:37:00;68998;57476;9280440301232664;3211768773;Коньяк СТАРЕЙШ.ТРЭВЕЛ 3л.0.5л;;56999;1;56999;0004053576015587    ;11500;1;Уcубалиева Кундуз Абдраевна, Продавец-каccир;;508;115;1;68998;7825706086  ;;
0;2021-03-27T10:18:00;11500;41195;9282440300971630;1436831839;Батарейки солевые, 10шт. Тип: АА  ИМП;;5500;1;5500;0002576961061262    ;1917;1;Лыкова Дарья Андреевна                                          ;;39;103;1;11500;5047085094  ;;
0;2021-03-27T10:18:00;11500;41195;9282440300971630;1436831839;Таз 9,5л Мерк;;5500;1;5500;0002576961061262    ;1917;1;Лыкова Дарья Андреевна                                          ;;39;103;1;11500;5047085094  ;;
0;2021-03-27T10:18:00;11500;41195;9282440300971630;1436831839;Пакет  "Майка" большая;;500;1;500;0002576961061262    ;1917;1;Лыкова Дарья Андреевна                                          ;;39;103;1;11500;5047085094  ;;
0;2021-03-27T15:28:00;42264;37728;9284440300471133;3390044448;Пакет-майка;;299;1;299;0001608920062849    ;5994;1;Глущенко Александр Сергеевич;;150;137;1;42264;7743931676  ;;
0;2021-03-27T15:28:00;42264;37728;9284440300471133;3390044448;Газ.вода Кока-Кола 2л;;8789;1;8789;0001608920062849    ;5994;1;Глущенко Александр Сергеевич;;150;137;1;42264;7743931676  ;;
0;2021-03-27T15:28:00;42264;37728;9284440300471133;3390044448;Фисташки Севен Натс 150г;;19299;1;19299;0001608920062849    ;5994;1;Глущенко Александр Сергеевич;;150;137;1;42264;7743931676  ;;
0;2021-03-27T15:28:00;42264;37728;9284440300471133;3390044448;Арахис жареный в скорл.;;2989;1;2989;0001608920062849    ;5994;1;Глущенко Александр Сергеевич;;150;137;1;42264;7743931676  ;;
0;2021-03-27T15:28:00;42264;37728;9284440300471133;3390044448;Арахис Севен Натс 200г;;4589;1;4589;0001608920062849    ;5994;1;Глущенко Александр Сергеевич;;150;137;1;42264;7743931676  ;;
0;2021-03-27T15:28:00;42264;37728;9284440300471133;3390044448;Слойка с абрикосом;;6299;1;6299;0001608920062849    ;5994;1;Глущенко Александр Сергеевич;;150;137;1;42264;7743931676  ;;
